5|4976
10|9981
15|14980
20|19978
25|24982
30|29980
35|34981
40|39980
45|44981
50|49982
55|54981
60|59982
65|64981
70|69979
75|74983
80|79981
85|84981
90|89979
95|94980
100|99982
105|104983
110|109824
115|114914
120|119978
125|124980
130|129981
135|134980
140|139982
145|144981
150|149979
155|154980
160|159981
165|164979
170|169978
175|174980
180|179981
185|184981
190|189981
195|194976
200|199978
205|204945
210|209982
215|214961
220|219980
225|224982
230|229980
235|234981
240|239980
245|244979
250|249981
255|254982
260|259962
265|264979
270|269982
275|274981
280|279982
285|284981
290|289982
295|294979
300|299982
305|304984
310|309979
315|314981
320|319984
325|324979
330|329979
335|334981
340|339981
345|344982
350|349980
355|354980
360|359977
365|364982
370|369981
375|374982
380|379981
385|384983
390|389981
395|394982
400|399981
405|404981
410|409981
415|414982
420|419981
425|424981
430|429981
435|434983
440|439981
445|444980
450|449981
455|454982
460|459982
465|464979
470|469981
475|474982
480|479978
485|484981
490|489982
495|494981
500|499982
