5|8974
10|17980
15|26978
20|35980
25|44978
30|53977
35|62980
40|71979
45|80980
50|89977
55|98980
60|107981
65|116980
70|125980
75|134980
80|143981
85|152981
90|161981
95|170980
100|179980
105|188976
110|197978
115|206980
120|215982
125|224980
130|233939
135|242980
140|251982
145|260978
150|269977
155|278982
160|287981
165|296980
170|305981
175|314982
180|323982
185|332981
190|341981
195|350980
200|359981
205|368974
210|377977
215|386979
220|395981
225|404977
230|413977
235|422978
240|431978
245|440979
250|449980
255|458976
260|467980
265|476975
270|485956
275|494961
280|503981
285|512982
290|521981
295|530981
300|539972
305|548853
310|557962
315|566978
320|575978
325|584979
330|593981
335|602977
340|611962
345|620979
350|629981
355|638980
360|647981
365|656960
370|665953
375|674977
380|683981
385|692981
390|701962
395|710978
400|719981
405|728982
410|737982
415|746976
420|755975
425|764959
430|773962
435|782981
440|791982
445|800962
450|809982
455|818982
460|827980
465|836982
470|845975
475|854982
480|863981
485|872980
490|881982
495|890982
500|899979
