5|2977
10|5981
15|8980
20|11819
25|14916
30|17980
35|20980
40|23981
45|26980
50|29981
55|32982
60|35978
65|38981
70|41979
75|44980
80|47981
85|50980
90|53981
95|56978
100|59981
105|62980
110|65978
115|68979
120|71978
125|74980
130|77978
135|80981
140|83976
145|86937
150|89980
155|92981
160|95977
165|98980
170|101979
175|104961
180|107978
185|110980
190|113980
195|116980
200|119978
205|122980
210|125980
215|128979
220|131978
225|134963
230|137982
235|140979
240|143960
245|146980
250|149983
255|152981
260|155979
265|158979
270|161983
275|164962
280|167981
285|170959
290|173981
295|176979
300|179982
305|182979
310|185961
315|188979
320|191962
325|194982
330|197979
335|200981
340|203962
345|206978
350|209962
355|212982
360|215979
365|218961
370|221981
375|224962
380|227979
385|230981
390|233963
395|236961
400|239981
405|242979
410|245957
415|248961
420|251981
425|254980
430|257961
435|260962
440|263980
445|266962
450|269964
455|272981
460|275960
465|278963
470|281982
475|284980
480|287961
485|290979
490|293960
495|296963
500|299981
