10000000|341864413835404|18446402209305716212
20000000|341864413851406|18446402209315700210
30000000|341864413875404|18446402209325676212
40000000|341864413901374|18446402209335650242
50000000|341864413935960|18446402209345615656
60000000|341864413982606|18446402209355569010
70000000|341864414030605|18446402209365521011
80000000|341864414083722|18446402209375467894
90000000|341864414144230|18446402209385407386
100000000|341864414211405|18446402209395340211
110000000|341864414283407|18446402209405268209
120000000|341864414363407|18446402209415188209
130000000|341864414450607|18446402209425101009
140000000|341864414546604|18446402209435005012
150000000|341864414643430|18446402209444908186
160000000|341864414751677|18446402209454799939
170000000|341864414867405|18446402209464684211
180000000|341864414986625|18446402209474564991
190000000|341864415111949|18446402209484439667
200000000|341864415243405|18446402209494308211
210000000|341864415384205|18446402209504167411
220000000|341864415527966|18446402209514023650
230000000|341864415675336|18446402209523876280
240000000|341864415830611|18446402209533721005
250000000|341864415997805|18446402209543553811
260000000|341864416165805|18446402209553385811
270000000|341864416342617|18446402209563208999
280000000|341864416526879|18446402209573024737
290000000|341864416717805|18446402209582833811
300000000|341864416910015|18446402209592641601
310000000|341864417110881|18446402209602440735
320000000|341864417318605|18446402209612233011
330000000|341864417534606|18446402209622017010
340000000|341864417752473|18446402209631799143
350000000|341864417980753|18446402209641570863
360000000|341864418216234|18446402209651335382
370000000|341864418457005|18446402209661094611
380000000|341864418701828|18446402209670849788
390000000|341864418953004|18446402209680598612
400000000|341864419212503|18446402209690339113
410000000|341864419477008|18446402209700074608
420000000|341864419746655|18446402209709804961
430000000|341864420023203|18446402209719528413
440000000|341864420305219|18446402209729246397
450000000|341864420593585|18446402209738958031
460000000|341864420888383|18446402209748663233
470000000|341864421189602|18446402209758362014
480000000|341864421497213|18446402209768054403
490000000|341864421811209|18446402209777740407
500000000|341864422131661|18446402209787419955
510000000|341864422458495|18446402209797093121
520000000|341864422791780|18446402209806759836
530000000|341864423131451|18446402209816420165
540000000|341864423477524|18446402209826074092
550000000|341864423829995|18446402209835721621
560000000|341864424188888|18446402209845362728
570000000|341864424554205|18446402209854997411
580000000|341864424925910|18446402209864625706
590000000|341864425304030|18446402209874247586
600000000|341864425688563|18446402209883863053
610000000|341864426079497|18446402209893472119
620000000|341864426476858|18446402209903074758
630000000|341864426880622|18446402209912670994
640000000|341864427290805|18446402209922260811
650000000|341864427707405|18446402209931844211
660000000|341864428130407|18446402209941421209
670000000|341864428559875|18446402209950991741
680000000|341864428995748|18446402209960555868
690000000|341864429438033|18446402209970113583
700000000|341864429886749|18446402209979664867
710000000|341864430341852|18446402209989209764
720000000|341864430803370|18446402209998748246
730000000|341864431271359|18446402210008280257
740000000|341864431745826|18446402210017805790
750000000|341864432226607|18446402210027325009
760000000|341864432713808|18446402210036837808
770000000|341864433207415|18446402210046344201
780000000|341864433707456|18446402210055844160
790000000|341864434213902|18446402210065337714
800000000|341864434726770|18446402210074824846
810000000|341864435246049|18446402210084305567
820000000|341864435771786|18446402210093779830
830000000|341864436303938|18446402210103247678
840000000|341864436842531|18446402210112709085
850000000|341864437387519|18446402210122164097
860000000|341864437938965|18446402210131612651
870000000|341864438496797|18446402210141054819
880000000|341864439061010|18446402210150490606
890000000|341864439631732|18446402210159919884
900000000|341864440208804|18446402210169342812
910000000|341864440926222|18446402210178625394
920000000|341864441516225|18446402210188035391
930000000|341864442112663|18446402210197438953
940000000|341864442715524|18446402210206836092
950000000|341864443324728|18446402210216226888
960000000|341864443940334|18446402210225611282
970000000|341864444562310|18446402210234989306
980000000|341864445190762|18446402210244360854
990000000|341864445825755|18446402210253725861
1000000000|341864446467015|18446402210263084601
