10000000|341864315092873|18446402209404458743
20000000|341864315107026|18446402209414444590
30000000|341864315126467|18446402209424425149
40000000|341864315152381|18446402209434399235
50000000|341864315184907|18446402209444366709
60000000|341864315223888|18446402209454327728
70000000|341864315269252|18446402209464282364
80000000|341864315321075|18446402209474230541
90000000|341864315379486|18446402209484172130
100000000|341864315444341|18446402209494107275
110000000|341864315515558|18446402209504036058
120000000|341864315593234|18446402209513958382
130000000|341864315677434|18446402209523874182
140000000|341864315768049|18446402209533783567
150000000|341864315865100|18446402209543686516
160000000|341864315968607|18446402209553583009
170000000|341864316078577|18446402209563473039
180000000|341864316195019|18446402209573356597
190000000|341864316317885|18446402209583233731
200000000|341864316447197|18446402209593104419
210000000|341864316582964|18446402209602968652
220000000|341864316725361|18446402209612826255
230000000|341864316874086|18446402209622677530
240000000|341864317029345|18446402209632522271
250000000|341864317191070|18446402209642360546
260000000|341864317359364|18446402209652192252
270000000|341864317534093|18446402209662017523
280000000|341864317715289|18446402209671836327
290000000|341864317902898|18446402209681648718
300000000|341864318096941|18446402209691454675
310000000|341864318297543|18446402209701254073
320000000|341864318504577|18446402209711047039
330000000|341864318718006|18446402209720833610
340000000|341864318937911|18446402209730613705
350000000|341864319164285|18446402209740387331
360000000|341864319396868|18446402209750154748
370000000|341864319634071|18446402209759917545
380000000|341864319877812|18446402209769673804
390000000|341864320127855|18446402209779423761
400000000|341864320384234|18446402209789167382
410000000|341864320647085|18446402209798904531
420000000|341864320916416|18446402209808635200
430000000|341864321192113|18446402209818359503
440000000|341864321474413|18446402209828077203
450000000|341864321763368|18446402209837788248
460000000|341864322058526|18446402209847493090
470000000|341864322360220|18446402209857191396
480000000|341864322668225|18446402209866883391
490000000|341864322982739|18446402209876568877
500000000|341864323303930|18446402209886247686
510000000|341864323631346|18446402209895920270
520000000|341864323965142|18446402209905586474
530000000|341864324305397|18446402209915246219
540000000|341864324652293|18446402209924899323
550000000|341864325005375|18446402209934546241
560000000|341864325364776|18446402209944186840
570000000|341864325730606|18446402209953821010
580000000|341864326105486|18446402209963446130
590000000|341864326487252|18446402209973064364
600000000|341864326875562|18446402209982676054
610000000|341864327270355|18446402209992281261
620000000|341864327671785|18446402210001879831
630000000|341864328079825|18446402210011471791
640000000|341864328494282|18446402210021057334
650000000|341864328914863|18446402210030636753
660000000|341864329342061|18446402210040209555
670000000|341864329775769|18446402210049775847
680000000|341864330215830|18446402210059335786
690000000|341864330662480|18446402210068889136
700000000|341864331115659|18446402210078435957
710000000|341864331575373|18446402210087976243
720000000|341864332041431|18446402210097510185
730000000|341864332513818|18446402210107037798
740000000|341864332992909|18446402210116558707
750000000|341864333478810|18446402210126072806
760000000|341864333970853|18446402210135580763
770000000|341864334468718|18446402210145082898
780000000|341864334972825|18446402210154578791
790000000|341864335483394|18446402210164068222
800000000|341864336000509|18446402210173551107
810000000|341864336524443|18446402210183027173
820000000|341864337055154|18446402210192496462
830000000|341864337592440|18446402210201959176
840000000|341864338135463|18446402210211416153
850000000|341864338685091|18446402210220866525
860000000|341864339241424|18446402210230310192
870000000|341864339803876|18446402210239747740
880000000|341864340372780|18446402210249178836
890000000|341864340979995|18446402210258571621
900000000|341864341561825|18446402210267989791
910000000|341864342150119|18446402210277401497
920000000|341864342744918|18446402210286806698
930000000|341864343346233|18446402210296205383
940000000|341864343953914|18446402210305597702
950000000|341864344568105|18446402210314983511
960000000|341864345188766|18446402210324362850
970000000|341864345815852|18446402210333735764
980000000|341864346449647|18446402210343101969
990000000|341864347089951|18446402210352461665
1000000000|341864347736797|18446402210361814819
