10000000|341864347782360|18446402209371769256
20000000|341864347804206|18446402209381747410
30000000|341864347837805|18446402209391713811
40000000|341864347872204|18446402209401679412
50000000|341864347910604|18446402209411641012
60000000|341864347950763|18446402209421600853
70000000|341864348000552|18446402209431551064
80000000|341864348057809|18446402209441493807
90000000|341864348130606|18446402209451421010
100000000|341864348206604|18446402209461345012
110000000|341864348281004|18446402209471270612
120000000|341864348359517|18446402209481192099
130000000|341864348450605|18446402209491101011
140000000|341864348548204|18446402209501003412
150000000|341864348651406|18446402209510900210
160000000|341864348754770|18446402209520796846
170000000|341864348872207|18446402209530679409
180000000|341864348989489|18446402209540562127
190000000|341864349120644|18446402209550430972
200000000|341864349255403|18446402209560296213
210000000|341864349393550|18446402209570158066
220000000|341864349542604|18446402209580009012
230000000|341864349691403|18446402209589860213
240000000|341864349851615|18446402209599700001
250000000|341864350020204|18446402209609531412
260000000|341864350193003|18446402209619358613
270000000|341864350372439|18446402209629179177
280000000|341864350557516|18446402209638994100
290000000|341864350747410|18446402209648804206
300000000|341864350946081|18446402209658605535
310000000|341864351147404|18446402209668404212
320000000|341864351357078|18446402209678194538
330000000|341864351573004|18446402209687978612
340000000|341864351798133|18446402209697753483
350000000|341864352029004|18446402209707522612
360000000|341864352264524|18446402209717287092
370000000|341864352503511|18446402209727048105
380000000|341864352751598|18446402209736800018
390000000|341864353009804|18446402209746541812
400000000|341864353276205|18446402209756275411
410000000|341864353548301|18446402209766003315
420000000|341864353819650|18446402209775731966
430000000|341864354097360|18446402209785454256
440000000|341864354381667|18446402209795169949
450000000|341864354672392|18446402209804879224
460000000|341864354969481|18446402209814582135
470000000|341864355273047|18446402209824278569
480000000|341864355583102|18446402209833968514
490000000|341864355899625|18446402209843651991
500000000|341864356222615|18446402209853329001
510000000|341864356552098|18446402209862999518
520000000|341864356888091|18446402209872663525
530000000|341864357230475|18446402209882321141
540000000|341864357579339|18446402209891972277
550000000|341864357934638|18446402209901616978
560000000|341864358296433|18446402209911255183
570000000|341864358664684|18446402209920886932
580000000|341864359039393|18446402209930512223
590000000|341864359420553|18446402209940131063
600000000|341864359808172|18446402209949743444
610000000|341864360202255|18446402209959349361
620000000|341864360602820|18446402209968948796
630000000|341864361009843|18446402209978541773
640000000|341864361423313|18446402209988128303
650000000|341864361843345|18446402209997708271
660000000|341864362269769|18446402210007281847
670000000|341864362702651|18446402210016848965
680000000|341864363141984|18446402210026409632
690000000|341864363587821|18446402210035963795
700000000|341864364040120|18446402210045511496
710000000|341864364498972|18446402210055052644
720000000|341864364964186|18446402210064587430
730000000|341864365435906|18446402210074115710
740000000|341864365914108|18446402210083637508
750000000|341864366398798|18446402210093152818
760000000|341864366889923|18446402210102661693
770000000|341864367387515|18446402210112164101
780000000|341864367891601|18446402210121660015
790000000|341864368402155|18446402210131149461
800000000|341864368919145|18446402210140632471
810000000|341864369442646|18446402210150108970
820000000|341864369972588|18446402210159579028
830000000|341864370508997|18446402210169042619
840000000|341864371051896|18446402210178499720
850000000|341864371601240|18446402210187950376
860000000|341864372157045|18446402210197394571
870000000|341864372719313|18446402210206832303
880000000|341864373288070|18446402210216263546
890000000|341864373863254|18446402210225688362
900000000|341864374444980|18446402210235106636
910000000|341864375033309|18446402210244518307
920000000|341864375623442|18446402210253928174
930000000|341864376219813|18446402210263331803
940000000|341864376822579|18446402210272729037
950000000|341864377431850|18446402210282119766
960000000|341864378047483|18446402210291504133
970000000|341864378669641|18446402210300881975
980000000|341864379298078|18446402210310253538
990000000|341864379932973|18446402210319618643
1000000000|341864380574318|18446402210328977298
