5|999344
10|1998704
15|2998058
20|3997412
25|4996768
30|5996120
35|6995476
40|7994832
45|8994186
50|9993542
55|10992863
60|11992251
65|12991607
70|13990961
75|14990317
80|15989671
85|16989027
90|17988233
95|18987734
100|19987090
105|20986445
110|21985798
115|22985155
120|23984510
125|24983863
130|25983219
135|26982575
140|27981929
145|28981285
150|29980638
155|30979992
160|31979347
165|32978702
170|33978055
175|34977412
180|35976767
185|36976123
190|37975477
195|38974832
200|39974188
205|40973542
210|41972898
215|42972252
220|43971607
225|44970962
230|45970315
235|46969671
240|47968954
245|48968154
250|49967604
255|50967007
260|51966345
265|52965647
270|53965077
275|54964512
280|55963856
285|56963221
290|57962575
295|58961929
300|59961284
305|60960638
310|61959995
315|62959351
320|63958700
325|64958063
330|65957415
335|66956768
340|67956127
345|68955375
350|69954819
355|70954188
360|71953543
365|72952899
370|73952253
375|74951610
380|75950964
385|76950320
390|77949659
395|78949026
400|79948319
405|80947737
410|81947076
415|82946448
420|83945801
425|84945156
430|85944495
435|86943865
440|87943208
445|88942576
450|89941917
455|90941285
460|91940640
465|92939996
470|93939349
475|94938707
480|95938000
485|96937395
490|97936770
495|98936124
500|99935479
505|100934825
510|101934184
515|102933542
520|103932894
525|104932236
530|105931605
535|106930959
540|107930311
545|108929667
550|109929022
555|110928381
560|111927720
565|112927031
570|113926433
575|114925789
580|115925151
585|116924507
590|117923860
595|118923194
600|119922553
605|120921903
610|121921280
615|122920622
620|123919975
625|124919345
630|125918657
635|126918026
640|127917380
645|128916762
650|129916121
655|130915479
660|131914835
665|132914186
670|133913524
675|134912894
680|135912232
685|136911606
690|137910952
695|138910311
700|139909673
705|140909020
710|141908331
715|142907729
720|143907078
725|144906417
730|145905751
735|146905133
740|147904485
745|148903772
750|149902904
755|150902251
760|151901492
765|152901112
770|153900238
775|154899613
780|155899005
785|156898413
790|157897952
795|158897167
800|159896508
805|160895896
810|161895213
815|162894569
820|163893919
825|164893206
830|165892659
835|166892062
840|167891326
845|168890791
850|169890084
855|170889480
860|171888882
865|172888208
870|173887419
875|174887069
880|175886448
885|176885801
890|177885159
895|178884467
900|179883789
905|180883204
910|181882578
915|182881825
920|183881183
925|184880644
930|185879980
935|186879353
940|187878665
945|188878060
950|189877412
955|190876766
960|191876126
965|192875458
970|193874839
975|194874181
980|195873547
985|196872900
990|197872189
995|198871613
1000|199870966
