10000000|341864380622604|18446402209338929012
20000000|341864380642605|18446402209348909011
30000000|341864380673005|18446402209358878611
40000000|341864380706876|18446402209368844740
50000000|341864380742604|18446402209378809012
60000000|341864380783410|18446402209388768206
70000000|341864380834357|18446402209398717259
80000000|341864380896205|18446402209408655411
90000000|341864380959406|18446402209418592210
100000000|341864381032742|18446402209428518874
110000000|341864381104221|18446402209438447395
120000000|341864381186611|18446402209448365005
130000000|341864381280205|18446402209458271411
140000000|341864381375409|18446402209468176207
150000000|341864381477005|18446402209478074611
160000000|341864381581023|18446402209487970593
170000000|341864381695144|18446402209497856472
180000000|341864381817018|18446402209507734598
190000000|341864381944112|18446402209517607504
200000000|341864382085004|18446402209527466612
210000000|341864382227407|18446402209537324209
220000000|341864382372068|18446402209547179548
230000000|341864382525005|18446402209557026611
240000000|341864382681012|18446402209566870604
250000000|341864382851406|18446402209576700210
260000000|341864383028205|18446402209586523411
270000000|341864383208210|18446402209596343406
280000000|341864383392475|18446402209606159141
290000000|341864383583143|18446402209615968473
300000000|341864383778626|18446402209625772990
310000000|341864383980204|18446402209635571412
320000000|341864384188206|18446402209645363410
330000000|341864384403403|18446402209655148213
340000000|341864384622094|18446402209664929522
350000000|341864384850604|18446402209674701012
360000000|341864385082620|18446402209684468996
370000000|341864385325005|18446402209694226611
380000000|341864385571701|18446402209703979915
390000000|341864385828205|18446402209713723411
400000000|341864386085804|18446402209723465812
410000000|341864386353553|18446402209733198063
420000000|341864386623465|18446402209742928151
430000000|341864386898994|18446402209752652622
440000000|341864387723342|18446402209761828274
450000000|341864388011726|18446402209771539890
460000000|341864388306492|18446402209781245124
470000000|341864388607690|18446402209790943926
480000000|341864388915276|18446402209800636340
490000000|341864389229303|18446402209810322313
500000000|341864389549719|18446402209820001897
510000000|341864389876705|18446402209829674911
520000000|341864390209984|18446402209839341632
530000000|341864390549903|18446402209849001713
540000000|341864390896003|18446402209858655613
550000000|341864391248511|18446402209868303105
560000000|341864391607424|18446402209877944192
570000000|341864391972736|18446402209887578880
580000000|341864392344525|18446402209897207091
590000000|341864392722813|18446402209906828803
600000000|341864393107419|18446402209916444197
610000000|341864393498419|18446402209926053197
620000000|341864393895816|18446402209935655800
630000000|341864394299646|18446402209945251970
640000000|341864394710139|18446402209954841477
650000000|341864395127036|18446402209964424580
660000000|341864395550225|18446402209974001391
670000000|341864395979918|18446402209983571698
680000000|341864396415903|18446402209993135713
690000000|341864396858211|18446402210002693405
700000000|341864397307104|18446402210012244512
710000000|341864397762842|18446402210021788774
720000000|341864398224424|18446402210031327192
730000000|341864398692399|18446402210040859217
740000000|341864399166803|18446402210050384813
750000000|341864399647615|18446402210059904001
760000000|341864400134868|18446402210069416748
770000000|341864400628889|18446402210078922727
780000000|341864401129235|18446402210088422381
790000000|341864401635878|18446402210097915738
800000000|341864402148815|18446402210107402801
810000000|341864402668132|18446402210116883484
820000000|341864403194194|18446402210126357422
830000000|341864403726391|18446402210135825225
840000000|341864404265223|18446402210145286393
850000000|341864404810791|18446402210154740825
860000000|341864405362253|18446402210164189363
870000000|341864405920124|18446402210173631492
880000000|341864406484401|18446402210183067215
890000000|341864407055091|18446402210192496525
900000000|341864407632176|18446402210201919440
910000000|341864408215706|18446402210211335910
920000000|341864408805667|18446402210220745949
930000000|341864409402016|18446402210230149600
940000000|341864410005100|18446402210239546516
950000000|341864410646421|18446402210248905195
960000000|341864411262528|18446402210258289088
970000000|341864411884677|18446402210267666939
980000000|341864412513359|18446402210277038257
990000000|341864413148291|18446402210286403325
1000000000|341864413790121|18446402210295761495
