5|38973
10|77981
15|116984
20|155979
25|194980
30|233978
35|272979
40|311938
45|350981
50|389979
55|428979
60|467980
65|506982
70|545983
75|584981
80|623981
85|662979
90|701980
95|740981
100|779981
105|818981
110|857981
115|896982
120|935980
125|974979
130|1013982
135|1052980
140|1091979
145|1130981
150|1169981
155|1208981
160|1247981
165|1286979
170|1325979
175|1364980
180|1403981
185|1442981
190|1481982
195|1520981
200|1559981
205|1598971
210|1637980
215|1676980
220|1715981
225|1754980
230|1793977
235|1832980
240|1871980
245|1910979
250|1949983
255|1988981
260|2027979
265|2066978
270|2105982
275|2144981
280|2183981
285|2222981
290|2261981
295|2300981
300|2339981
305|2378981
310|2417980
315|2456979
320|2495979
325|2534981
330|2573981
335|2612981
340|2651979
345|2690981
350|2729982
355|2768981
360|2807982
365|2846983
370|2885982
375|2924981
380|2963980
385|3002981
390|3041979
395|3080981
400|3119982
405|3158981
410|3197983
415|3236981
420|3275979
425|3314980
430|3353981
435|3392981
440|3431978
445|3470978
450|3509979
455|3548981
460|3587981
465|3626980
470|3665981
475|3704981
480|3743981
485|3782981
490|3821980
495|3860979
500|3899979
505|3938981
510|3977980
515|4016980
520|4055981
525|4094982
530|4133980
535|4172980
540|4211981
545|4250980
550|4289978
555|4328981
560|4367982
565|4406980
570|4445979
575|4484980
580|4523981
585|4562980
590|4601978
595|4640981
600|4679979
605|4718980
610|4757979
615|4796979
620|4835981
625|4874980
630|4913980
635|4952980
640|4991979
645|5030980
650|5069980
655|5108978
660|5147981
665|5186981
670|5225966
675|5264955
680|5303973
685|5342944
690|5381958
695|5420975
700|5459977
705|5498982
710|5537982
715|5576978
720|5615980
725|5654980
730|5693980
735|5732980
740|5771981
745|5810980
750|5849980
755|5888981
760|5927980
765|5966980
770|6005977
775|6044983
780|6083978
785|6122982
790|6161980
795|6200979
800|6239980
805|6278980
810|6317972
815|6356980
820|6395981
825|6434980
830|6473978
835|6512979
840|6551980
845|6590981
850|6629982
855|6668959
860|6707961
865|6746981
870|6785983
875|6824976
880|6863980
885|6902981
890|6941977
895|6980979
900|7019980
905|7058981
910|7097981
915|7136977
920|7175980
925|7214982
930|7253980
935|7292982
940|7331980
945|7370980
950|7409982
955|7448980
960|7487979
965|7526976
970|7565978
975|7604978
980|7643979
985|7682959
990|7721960
995|7760979
1000|7799980
