5|989
10|1969
15|2993
20|3994
25|4994
30|5994
35|6994
40|7994
45|8994
50|9994
55|10994
60|11994
65|12993
70|13994
75|14993
80|15994
85|16994
90|17994
95|18993
100|19994
105|20994
110|21994
115|22994
120|23994
125|24994
130|25994
135|26994
140|27994
145|28994
150|29993
155|30994
160|31993
165|32993
170|33994
175|34978
180|35994
185|36994
190|37994
195|38994
200|39994
205|40994
210|41994
215|42994
220|43994
225|44994
230|45994
235|46993
240|47994
245|48994
250|49994
255|50994
260|51994
265|52994
270|53994
275|54994
280|55994
285|56994
290|57994
295|58994
300|59994
305|60994
310|61993
315|62993
320|63993
325|64993
330|65994
335|66993
340|67994
345|68994
350|69993
355|70993
360|71994
365|72993
370|73994
375|74994
380|75994
385|76994
390|77994
395|78994
400|79994
405|80994
410|81994
415|82994
420|83993
425|84994
430|85994
435|86994
440|87994
445|88994
450|89994
455|90994
460|91994
465|92994
470|93993
475|94993
480|95993
485|96994
490|97993
495|98994
500|99994
