5|19991
10|39994
15|59994
20|79994
25|99994
30|119994
35|139994
40|159994
45|179994
50|199994
55|219994
60|239994
65|259994
70|279994
75|299994
80|319994
85|339994
90|359994
95|379994
100|399994
105|419994
110|439994
115|459994
120|479994
125|499994
130|519994
135|539994
140|559993
145|579994
150|599994
155|619994
160|639994
165|659993
170|679994
175|699994
180|719993
185|739993
190|759993
195|779993
200|799993
205|819993
210|839993
215|859993
220|879993
225|899993
230|919993
235|939993
240|959993
245|979993
250|999993
255|1019993
260|1039993
265|1059993
270|1079993
275|1099993
280|1119993
285|1139993
290|1159993
295|1179993
300|1199993
305|1219993
310|1239993
315|1259993
320|1279993
325|1299992
330|1319992
335|1339992
340|1359993
345|1379993
350|1399993
355|1419993
360|1439993
365|1459993
370|1479993
375|1499992
380|1519993
385|1539993
390|1559993
395|1579993
400|1599993
405|1619993
410|1639993
415|1659993
420|1679993
425|1699993
430|1719993
435|1739993
440|1759991
445|1779993
450|1799993
455|1819992
460|1839993
465|1859993
470|1879992
475|1899992
480|1919993
485|1939992
490|1959992
495|1979992
500|1999992
505|2019992
510|2039992
515|2059993
520|2079992
525|2099992
530|2119992
535|2139992
540|2159992
545|2179992
550|2199992
555|2219992
560|2239992
565|2259992
570|2279992
575|2299992
580|2319992
585|2339992
590|2359992
595|2379992
600|2399992
605|2419992
610|2439992
615|2459992
620|2479992
625|2499992
630|2519992
635|2539992
640|2559992
645|2579992
650|2599992
655|2619989
660|2639990
665|2659974
670|2679992
675|2699975
680|2719976
685|2739992
690|2759992
695|2779992
700|2799992
705|2819992
710|2839991
715|2859992
720|2879991
725|2899992
730|2919992
735|2939992
740|2959992
745|2979991
750|2999992
755|3019991
760|3039991
765|3059991
770|3079992
775|3099991
780|3119991
785|3139991
790|3159992
795|3179991
800|3199991
805|3219991
810|3239992
815|3259991
820|3279991
825|3299991
830|3319991
835|3339991
840|3359991
845|3379991
850|3399991
855|3419991
860|3439991
865|3459991
870|3479991
875|3499990
880|3519991
885|3539991
890|3559991
895|3579991
900|3599991
905|3619991
910|3639991
915|3659991
920|3679991
925|3699991
930|3719991
935|3739991
940|3759991
945|3779991
950|3799991
955|3819991
960|3839991
965|3859991
970|3879991
975|3899991
980|3919991
985|3939990
990|3959991
995|3979990
1000|3999991
